web-scraper-order,web-scraper-start-url,nama,kewarganegaraan,tipe_pelanggan,tipe_kamar,rating,judul_review,deskripsi,tanggal_review,periode_menginap
1745475234-4176,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Endang,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Very nice stay”,Friendly,Diulas pada 09 Desember 2019,Menginap 2 malam pada Desember 2019
1745475234-4177,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Janek,Australia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"9,2",“Great Hotel”,I always stay at Hotel Bumi. It is very much old style Grandeur.  The carpets need to be updated however.,Diulas pada 08 Desember 2019,Menginap 2 malam pada November 2019
1745475234-4178,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ezra,Singapura,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"6,4",“Can be better”,This hotel is supposed to be gd after reading other reviews. I arrived fr Malang where i stayed at Tugu where e food n service is top notched. But the treatment i get from Bumi is far apart from Tugu. Maybe coz Bumi is a v big hotel so its not tt personalised. The room 1862 aircon is bad n they changed me to another room after tt. The breakfast has a wide variety but if u r not local u cant appreciate most of e food. The buffet dinner looks grand but then again no seafood bbq or other quality food items to look for. So i think Bumi can improve further by updating the menu n providing value added services like daily fruit platter n complimentary mini bar in the room.,Diulas pada 07 Desember 2019,Menginap 2 malam pada Desember 2019
1745475234-4179,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Nur,Malaysia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Like in magic word”,The resort located in the middle city and busy. But inside the hotel is very calming like youre in another world. With the coconut tree and many garden. very reconmended to relax.,Diulas pada 07 Desember 2019,Menginap 1 malam pada Desember 2019
1745475234-4180,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,David,Australia,Pasangan,Kamar Classic dengan Ranjang King,"9,2",“Great hotel”,"Lovely ... especially pool, breakfast spread, green area near front ..great place especially with promo deals.",Diulas pada 05 Desember 2019,Menginap 1 malam pada November 2019
1745475234-4181,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yosep,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,0",“Luxury hotel with Indonesian style”,Although the hotel is old but still a luxury hotel with big room and others facility in centre Surabaya.,Diulas pada 04 Desember 2019,Menginap 1 malam pada November 2019
1745475234-4182,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Albert,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“A very good old hotel”,"The hotel is not new, but I think it's really well maintained. The room is big and clean; no bad smell from the carpet in the room. The garden is not really big, but good enough considering it's in the middle of the city centre. The breakfast is awesome; lots of choices and the tastes are good too.

The only problem was when I checked in, the front office staff gave me a room that was still occupied by another guest. I didn't understand why this could be happened. I had to go back to the front office and the staff gave me a new room. I was unhappy with the arrangement  as I was so tired after having a 2 hours delay flight from Jakarta and she made me go back to the ground floor to get the correct room.

Besides that issue, everything was just great.",Diulas pada 03 Desember 2019,Menginap 3 malam pada November 2019
1745475234-4183,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,hilarius,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“Almost perfect...! ”,"Staying 1 night in their classic room.. The hotel was old but very nice.. the room was spacious. I tried “all you can eat” buffet for dinner which also very good, with 198k IDR we eat all the menus in 3 restaurants. Almost all foods were delicious.
Breakfast also very good...
Unfortunately they still put broken linen for their guest, which is not acceptable for 5 stars hotel.
Please put more lights in the parking building.",Diulas pada 03 Desember 2019,Menginap 1 malam pada November 2019
1745475234-4184,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ismail,Singapura,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"8,0",“Nice hotel. Big Room with resort setting.”,Nice hotel. Big Room with resort setting. We love it. Will come back again soon!!,Diulas pada 01 Desember 2019,Menginap 1 malam pada November 2019
1745475234-4185,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,SENTOT,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,0",“Sangat baik”,Ok,Diulas pada 01 Desember 2019,Menginap 3 malam pada November 2019
1745475234-4186,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,dale,Kanada,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“Really nice experience. ”,"First class all around great place to stay. Staff, food, gym where all top notch. Especially the staff. Super friendly and always asking if your needs have been met. I travel a lot and this was one of the best. Dale",Diulas pada 01 Desember 2019,Menginap 4 malam pada November 2019
1745475234-4187,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,King,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Great hotel”,"Hotel is good generally.
Cons - one part of the room can’t be darkened due to the layout near the cupboard that uses blind.
Cons- carpet in corridor smells badly. Need invest in a good machine that can dries the carpet well.
Will stay at same hotel again!",Diulas pada 30 November 2019,Menginap 4 malam pada November 2019
1745475234-4188,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Andri,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"8,0",“Nice Hotel”,"Good Job, good Hotel.",Diulas pada 29 November 2019,Menginap 1 malam pada November 2019
1745475234-4189,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ferry,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"8,0",“Sangat baik”,Keep & maintain the good things better. : ),Diulas pada 24 November 2019,Menginap 1 malam pada November 2019
1745475234-4190,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Maztura,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,Foods were delicious. Nice hotel. Friendly staff. Good location.,Diulas pada 21 November 2019,Menginap 1 malam pada Oktober 2019
1745475234-4191,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Soetanto,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,4",“City center”,Hotel in the center of Surabaya city,Diulas pada 20 November 2019,Menginap 3 malam pada September 2019
1745475234-4192,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Wahyuni,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"8,4","“Overall Good, but..”","It was amazing stay. It was really worth it. But on last day i stayed, i decided to play table tennis. But unfortunately the guy in the reception told us to put a shoes in order to play. I was like huh? The day before, we played table tennis and used SANDAL... and it was okay. No one told me to use sport shoes. But why the next day i couldnt use sandal to play???? Really disappointed. 

Btw we step on a carpet. Not some slippery floor. Why should we use shoes?",Diulas pada 19 November 2019,Menginap 1 malam pada November 2019
1745475234-4193,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,sufian,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0","“Location, value for.money”","The pool.is big, and open 24hs. Resort is beautiful and well kept. Breakfast was great - local, japanese, western.  Walking distance to shopping mall and conv store.",Diulas pada 19 November 2019,Menginap 3 malam pada Oktober 2019
1745475234-4194,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,DANBI,Korea Selatan,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“It was great Hotel”,This hotel is the greatest hotel in Indonesia~~I loved to stay in this hotel and I felt sad when I have to leave. If I have chance to visit Surabaya then I will definetly staying in this hotel.,Diulas pada 18 November 2019,Menginap 2 malam pada November 2019
1745475234-4195,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ferlinda,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“my mom very love it.”,nice and beautiful.,Diulas pada 15 November 2019,Menginap 1 malam pada Mei 2019
1745475234-4196,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yasmin,Malaysia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“Value for money”,"Awesome breakfast spread, love the vibe, great facilities & super friendly staff. 20 mins grab ride to TP mall",Diulas pada 10 November 2019,Menginap 4 malam pada November 2019
1745475234-4197,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,shelly,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,0",“Sangat baik”,"Room is spacious, bed also comfort & big enough for 2 adults & 2 young kids, bathroom also very spacious with separated closet, shower room, and bathtub. 

breakfast also awesome with various menu of Indonesian food & traditional snacks

Note: for carpet in the room need to be cleaned by vacuum cleaner so that it won't be too dusty",Diulas pada 10 November 2019,Menginap 1 malam pada November 2019
1745475234-4198,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Suhartanto,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Great Hotel”,Still best hotel in town . Excellent in all aspect .,Diulas pada 07 November 2019,Menginap 1 malam pada November 2019
1745475234-4199,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Andreas,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"9,2",“Old but still the best”,"very happy to be back to this hotel, the management of this hotel can keep the building (room) still as before when they were managed by Hyatt. very nice Staff, room are big, excellent breakfast. highly recomendded for people who traveling to Surabaya.",Diulas pada 05 November 2019,Menginap 2 malam pada Oktober 2019
1745475234-4200,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Kaditty,,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Excelent”,"For room so comfort even its look old style, but clean.. the food is good and also the area restaurant in the yard, its so nature. For the facilities is complete and oke..",Diulas pada 03 November 2019,Menginap 1 malam pada November 2019
1745475234-4201,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Goenawan,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“An Oasis in Town”,Top notch place to stay with excellent service.,Diulas pada 01 November 2019,Menginap 1 malam pada Oktober 2019
1745475234-4202,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,David,Australia,Pasangan,Kamar Classic dengan Ranjang King,"7,6",“great hotel - recommended!!”,"The foamier Hyatt - lovely grounds, very nice pool and good rooms.
One of the best breakfast buffets I have ever seen.
Wee located in city centre - near universities, plazas and Gramedia bookshop.
Lots of small eateries nearby too.
Only complaint that internet - as in so many Indonesian hotels...can be very slow.",Diulas pada 01 November 2019,Menginap 2 malam pada Oktober 2019
1745475234-4203,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,YUYUN,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“Recomended ”,Need more friendly staff...,Diulas pada 30 Oktober 2019,Menginap 1 malam pada Oktober 2019
1745475234-4204,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,dwi,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,2",“Spektakuler”,"Cozy atmosphere ,good hospitality and nice food.definately come back soon",Diulas pada 29 Oktober 2019,Menginap 1 malam pada Oktober 2019
1745475234-4205,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Michael,Amerika Serikat,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,"Breakfast is exceptional., room is very nice, my favorite hotel to stay in Surabaya.",Diulas pada 28 Oktober 2019,Menginap 1 malam pada Januari 2019
1745475234-4206,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mario,Spanyol,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"4,0",“Cukup”,"Big party with loud music til 22 hours, very old hotel , first and last time , you get what you pay this is 3 star maximum",Diulas pada 28 Oktober 2019,Menginap 2 malam pada Oktober 2019
1745475234-4207,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,kexin,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Best affordable 5 star hotel with best quality ever ”,"The staffs are really friendly , the room is really clean and spacious for the superior room. Even the facilities is very nice as well. Def worth your time staying here and it’s Super close to tanjungan mall which has basically everything there",Diulas pada 25 Oktober 2019,Menginap 2 malam pada Oktober 2019
1745475234-4208,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,John,Kanada,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Pleasant Stay”,"When visiting Surabaya this hotel must be considered!  I had a very comfortable and relaxing stay at Bumi Surabaya.  The facility was awesome.  The staff was helpful and friendly. Breakfast was amazing with so many variety to choose from. Room was clean and a good size.
Highly recommended especially when travelling with family.",Diulas pada 24 Oktober 2019,Menginap 2 malam pada Oktober 2019
1745475234-4209,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Miki,Singapura,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“from Singapore”,"Nice breakfast in garden that i never forget, strong recommended",Diulas pada 24 Oktober 2019,Menginap 1 malam pada Agustus 2019
1745475234-4210,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,TAN,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Fantastic Breakfast and Spaces Room ”,"We stay 2 Nites in this hotel after hiking to Bromo and Ijen.

The room was spaces, and we love the breakfast so much.
Environment very good and a lot of variety.  We enjoy the breakfast in the garden.

Staff are very helpful.",Diulas pada 24 Oktober 2019,Menginap 1 malam pada Juli 2019
1745475234-4211,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Syed,Malaysia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“brilliant ”,you cannot get any better than this with that price,Diulas pada 21 Oktober 2019,Menginap 2 malam pada Oktober 2019
1745475234-4212,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Hasrin,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"8,8",“Awesome stay 1-3July'19”,"Hotel was superb with their staff friendliness.Facilities was great.
Breakfast spread was awesome lotsa variety choose from.Room spacious bed comfortable.Recommended to stay.",Diulas pada 20 Oktober 2019,Menginap 2 malam pada Juli 2019
1745475234-4213,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Khik,Australia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Excellent stay ”,"Very  enjoy able stay,good breakfast and nice room.",Diulas pada 18 Oktober 2019,Menginap 4 malam pada Oktober 2019
1745475234-4214,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yeow,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Almost perfect”,Almost perfect if the bathroom facilities are better,Diulas pada 14 Oktober 2019,Menginap 4 malam pada Oktober 2019
1745475234-4215,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Maztura,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Best 5 stars hotel in Surabaya.”,Strategic location in the city. The atmosphere is very calm and serene. The staffs are very friendly and helpful. The room and bathroom are spacious and very clean. Variety choices of delicious foods are served for breakfast. Will definitely stay here again when I'm in Surabaya.,Diulas pada 13 Oktober 2019,Menginap 3 malam pada Oktober 2019
1745475234-4216,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yew,Malaysia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"7,2","“Spacious room, excellent breakfast”","It is value for money with 5 star hotel in surabaya. Spacious cozy room, huge bath room but old. We found some trash left behind the dustbin in bath room. Abit gross.  Should put the mineral water on room table instead of bathroom. Fantastic breakfast tho.",Diulas pada 11 Oktober 2019,Menginap 1 malam pada September 2019
1745475234-4217,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ika,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Great Hotel - Bukan Kaleng2”,"This hotel with 5 stars so recommended, with great hospitality, great room, great food to representation Indonesian. Pool is very satisfied.",Diulas pada 07 Oktober 2019,Menginap 1 malam pada September 2019
1745475234-4218,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Fransiskus,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Excellent”,Great location and staff are very friendly,Diulas pada 07 Oktober 2019,Menginap 1 malam pada Oktober 2019
1745475234-4219,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Tondy,Kamboja,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,0","“Overall ok,”","Location is great, value for money, bit old but no problem. Little complain on the gym staff (Livia) its quite rude and they have policy for not allowing children to enter the gym area without facility for children to play or tv while waiting for their parents doing exercise. They allow us to exercise but also in the same time need to monitor the kids for not entering “an open with no barrier” of the gym facility. I end up stopping my treadmill after 10 minutes (usually around 1 hours per day) because the gym staff already remind me 3 times because my kid step on the gym area in front of me. Weird policy - its not family friendly hotel - what a waste.",Diulas pada 05 Oktober 2019,Menginap 2 malam pada September 2019
1745475234-4220,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Evelina,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Authenthic hotel”,"For me, this is the best hotel in Surabaya. The hotel so big & has the perfect location in the centre of this city. Will get the different atmosphere here, with original javanese design. The room was spacious & clean. The hospitality from the staff were excellent. They gave me a little surprise come to my room & give me a birthday cake & they were song for me. Because that day is my birthday. Absolutelly will come again to enjoy my pleasure weekend in my own downtown",Diulas pada 05 Oktober 2019,Menginap 1 malam pada September 2019
1745475234-4221,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Norintan,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Arumanis”,"The hotel has a great buffet breakfast line, so much to choice. Service may be improve though except for one of the service staff, named Fitria.  We were having breakfast and it took more than 45 mins before the table was cleared and it was Fitria who cleared our tables.  

The rest of the staff were just hanging around the cashier’s counter.",Diulas pada 03 Oktober 2019,Menginap 3 malam pada September 2019
1745475234-4222,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,NADARAJA,Malaysia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Best selection of stay in Surabaya”,I have enjoyed most throughout my stay.,Diulas pada 30 September 2019,Menginap 2 malam pada September 2019
1745475234-4223,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ricky,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Perfect”,"High floor, quiet, super clean, friendly staff.",Diulas pada 30 September 2019,Menginap 1 malam pada September 2019
1745475234-4224,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Paramita,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Good Place”,Good Place & Memorable lah tempat ini,Diulas pada 29 September 2019,Menginap 1 malam pada Juni 2019
1745475234-4225,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,MohdAfandi,Singapura,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“.”,.,Diulas pada 28 September 2019,Menginap 2 malam pada September 2019
1745475234-4226,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ISMAIL,Malaysia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"8,4",“Excellent vs Mosquito”,"The hotel and surrounding areas are excellent.  However, too many mosquitos.",Diulas pada 18 September 2019,Menginap 2 malam pada September 2019
1745475234-4227,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Nur,Malaysia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"8,8",“It was a nice place to be stay during my visit to Surabaya”,Please add some hose pipe in your toilet.,Diulas pada 18 September 2019,Menginap 2 malam pada September 2019
1745475234-4228,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Rossy,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“more n more”,"having a feeling of home, cozy and comfortable",Diulas pada 16 September 2019,Menginap 2 malam pada Agustus 2019
1745475234-4229,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,David,Australia,Pasangan,Kamar Classic dengan Ranjang King,"7,6",“Beer and food expensive- lots mosquitoes ”,"Nice and clean, very good breakfast. Food and drinks very expensive and loads of mosquitos inside and outside restaurants. Would stay again if price is right",Diulas pada 13 September 2019,Menginap 1 malam pada September 2019
1745475234-4230,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Jeffrey,Australia,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Amazing resort spa gym and hotel ”,"Huge swimming pool, nice gym for a hotel with s sauna hot spa and cold plunge pool really nice place to unwind and relax great food huge breakfast choices",Diulas pada 10 September 2019,Menginap 3 malam pada September 2019
1745475234-4231,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,MR,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6","“Good Hotel, Good Services”","Good Hotel, Good Services, *****",Diulas pada 10 September 2019,Menginap 1 malam pada September 2019
1745475234-4232,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ing,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"8,8",“Not too bad”,"Everything is good
Only things room surrounding proof no enough 
Inside Room and outdoor so much mosquitos",Diulas pada 08 September 2019,Menginap 2 malam pada September 2019
1745475234-4233,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Randy,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Great Hotel”,"Everything has been great. Starting from the staffs, the rooms, and the facilities. All still up to the hyatt hotels standard",Diulas pada 05 September 2019,Menginap 2 malam pada September 2019
1745475234-4234,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,farzilah,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0","“Nice hotel, great location & friednly staff ”","We only stay for 1 night at this hotel. Impressive with Majapahit Garden at night. In room dining very nice and breakfast food parade was good. Room are specious with comfy bed and amazing bath room. Highly recommended hotel, value for money and i will stay again at this hotel in future.",Diulas pada 05 September 2019,Menginap 1 malam pada September 2019
1745475234-4235,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ashmid,Australia,Pasangan,Kamar Classic dengan Ranjang King,"6,0",“Poor Service”,"Arrived at the hotel at 3pm to allow ample time for a 1pm check in only to find that out room wasn't ready and we had to wait an extra 20 minutes. The staff did not offer us any compensation for our troubles, even welcome drinks would have been nice.  I expect better service from a 5 star hotel.",Diulas pada 02 September 2019,Menginap 1 malam pada Agustus 2019
1745475234-4236,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,uri,Australia,Pasangan,Kamar Classic dengan Ranjang King,"8,8",“Pleasure place ”,"It was really good break with my husband 
Love the ambience smeel lemongrass long the hall way 
Keep it up the good job",Diulas pada 01 September 2019,Menginap 4 malam pada Agustus 2019
1745475234-4237,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,nunuk,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“Great value for money ”,"Our family experience to stay here was great! Not so pricey but we get great breakfast , spacey room as it was Hyatt standard , big pool, Nice Gym & locker room,  Walking distance to big mall in Surabaya & check in 1pm earlier than other hotels. Will stay in this Hotel When we’ll be in Surabaya again.",Diulas pada 29 Agustus 2019,Menginap 1 malam pada Agustus 2019
1745475234-4238,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yoga,Kanada,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"9,6",“GREAT STAY AT BUMI SURABAYA”,"It was a great stay at Bumi Surabaya. The staff were great and always extremely polite and very accommodating..  The breakfast was incredible. More than what I could have asked for. Rooms were kept very clean. The carpets need replacing though. On old hotel but terrific ambiance and an almost antique feel.
I am coming back there.
Yoga Naidu - President
Horizons Unlimited Group :
B.C. Canada :",Diulas pada 27 Agustus 2019,Menginap 13 malam pada Agustus 2019
1745475234-4239,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,John,Irlandia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"9,2",“Great food and pool ”,Pros: dinner v good. Staff friendly. Breakfast amazing! Pool great too.,Diulas pada 24 Agustus 2019,Menginap 1 malam pada Agustus 2019
